Similar voc size,Server voc size,Counter measure,Nr similar docs,Nr server docs,Nr queries,Nr queries known,Nr new known queries,Combined known queries acc,Current refspeed,Refined Score attack Acc,Vol Score Acc,Ref Vol Score Acc
1000,1000,padding,12044,18065,150,15,4,1.0,7,0.26666666666666666,0.044444444444444446,0.2222222222222222
1000,1000,padding,12044,18065,150,15,1,0.9375,7,0.05925925925925926,0.014814814814814815,0.044444444444444446
1000,1000,padding,12044,18065,150,15,8,0.782608695652174,7,0.15555555555555556,0.07407407407407407,0.11851851851851852
1000,1000,padding,12044,18065,150,15,8,0.6521739130434783,7,0.13333333333333333,0.05925925925925926,0.15555555555555556
1000,1000,padding,12044,18065,150,15,0,1.0,7,0.022222222222222223,0.014814814814814815,0.022222222222222223
1000,1000,padding,12044,18065,150,15,2,0.8823529411764706,7,0.07407407407407407,0.037037037037037035,0.06666666666666667
1000,1000,padding,12044,18065,150,15,2,0.9411764705882353,7,0.06666666666666667,0.037037037037037035,0.05925925925925926
1000,1000,padding,12044,18065,150,15,7,0.7727272727272727,7,0.0962962962962963,0.05925925925925926,0.08148148148148149
1000,1000,padding,12044,18065,150,15,0,1.0,7,0.022222222222222223,0.014814814814814815,0.022222222222222223
1000,1000,padding,12044,18065,150,15,5,0.9,7,0.11851851851851852,0.05925925925925926,0.13333333333333333
1000,1000,padding,12044,18065,150,15,1,0.9375,7,0.07407407407407407,0.037037037037037035,0.08148148148148149
1000,1000,padding,12044,18065,150,15,1,0.9375,7,0.014814814814814815,0.014814814814814815,0.022222222222222223
1000,1000,padding,12044,18065,150,15,3,0.9444444444444444,7,0.0962962962962963,0.044444444444444446,0.08148148148148149
1000,1000,padding,12044,18065,150,15,1,0.9375,7,0.014814814814814815,0.022222222222222223,0.014814814814814815
1000,1000,padding,12044,18065,150,15,4,0.8947368421052632,7,0.22962962962962963,0.022222222222222223,0.2740740740740741
2000,2000,padding,12044,18065,300,15,0,1.0,15,0.0035087719298245615,0.0,0.0035087719298245615
2000,2000,padding,12044,18065,300,15,0,1.0,15,0.0,0.0,0.0
2000,2000,padding,12044,18065,300,15,2,0.8823529411764706,15,0.0035087719298245615,0.0035087719298245615,0.010526315789473684
2000,2000,padding,12044,18065,300,15,0,1.0,15,0.0,0.0,0.0
2000,2000,padding,12044,18065,300,15,0,1.0,15,0.0,0.0035087719298245615,0.0
2000,2000,padding,12044,18065,300,15,0,1.0,15,0.0,0.0,0.0
2000,2000,padding,12044,18065,300,15,0,1.0,15,0.0,0.0035087719298245615,0.0
2000,2000,padding,12044,18065,300,15,1,0.9375,15,0.007017543859649123,0.0,0.007017543859649123
2000,2000,padding,12044,18065,300,15,0,1.0,15,0.0,0.0,0.0
2000,2000,padding,12044,18065,300,15,1,0.9375,15,0.0,0.0,0.0
2000,2000,padding,12044,18065,300,15,2,0.8823529411764706,15,0.014035087719298246,0.0,0.007017543859649123
2000,2000,padding,12044,18065,300,15,3,0.8888888888888888,15,0.007017543859649123,0.007017543859649123,0.0035087719298245615
2000,2000,padding,12044,18065,300,15,0,1.0,15,0.0035087719298245615,0.0,0.0035087719298245615
2000,2000,padding,12044,18065,300,15,1,0.9375,15,0.0,0.0,0.0035087719298245615
2000,2000,padding,12044,18065,300,15,1,0.9375,15,0.007017543859649123,0.0035087719298245615,0.010526315789473684
2000,2000,padding,12044,18065,300,15,0,1.0,15,0.0,0.0,0.0
2000,2000,padding,12044,18065,300,15,0,1.0,15,0.014035087719298246,0.0035087719298245615,0.014035087719298246
2000,2000,padding,12044,18065,300,15,0,1.0,15,0.007017543859649123,0.0,0.007017543859649123
2000,2000,padding,12044,18065,300,15,2,0.8823529411764706,15,0.0,0.0035087719298245615,0.0035087719298245615
2000,2000,padding,12044,18065,300,15,0,1.0,15,0.0035087719298245615,0.0,0.0035087719298245615
